municipio_norm,uf,municipio_ibge,codigo_ibge,regiao_intermediaria,regiao_imediata,mesorregiao
CACHOEIRO DE ITAPEMIRIM,ES,Cachoeiro de Itapemirim,3201209,Cachoeiro do Itapemirim,Cachoeiro de Itapemirim,Sul Espírito-santense
CARIACICA,ES,Cariacica,3201308,Vitória,Vitória,Central Espírito-santense
CASTELO,ES,Castelo,3201407,Cachoeiro do Itapemirim,Cachoeiro de Itapemirim,Sul Espírito-santense
COLATINA,ES,Colatina,3201506,Colatina,Colatina,Noroeste Espírito-santense
CONCEICAO DA BARRA,ES,Conceição da Barra,3201605,São Mateus,São Mateus,Litoral Norte Espírito-santense
CONCEICAO DO CASTELO,ES,Conceição do Castelo,3201704,Vitória,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,Central Espírito-santense
DIVINO DE SAO LOURENCO,ES,Divino de São Lourenço,3201803,Cachoeiro do Itapemirim,Alegre,Sul Espírito-santense
DOMINGOS MARTINS,ES,Domingos Martins,3201902,Vitória,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,Central Espírito-santense
DORES DO RIO PRETO,ES,Dores do Rio Preto,3202009,Cachoeiro do Itapemirim,Alegre,Sul Espírito-santense
ECOPORANGA,ES,Ecoporanga,3202108,Colatina,Nova Venécia,Noroeste Espírito-santense
FUNDAO,ES,Fundão,3202207,Vitória,Vitória,Litoral Norte Espírito-santense
GOVERNADOR LINDENBERG,ES,Governador Lindenberg,3202256,Colatina,Colatina,Noroeste Espírito-santense
GUACUI,ES,Guaçuí,3202306,Cachoeiro do Itapemirim,Alegre,Sul Espírito-santense
GUARAPARI,ES,Guarapari,3202405,Vitória,Vitória,Central Espírito-santense
IBATIBA,ES,Ibatiba,3202454,Cachoeiro do Itapemirim,Alegre,Sul Espírito-santense
IBIRACU,ES,Ibiraçu,3202504,São Mateus,Linhares,Litoral Norte Espírito-santense
IBITIRAMA,ES,Ibitirama,3202553,Cachoeiro do Itapemirim,Alegre,Sul Espírito-santense
ICONHA,ES,Iconha,3202603,Cachoeiro do Itapemirim,Cachoeiro de Itapemirim,Central Espírito-santense
IRUPI,ES,Irupi,3202652,Cachoeiro do Itapemirim,Alegre,Sul Espírito-santense
ITAGUACU,ES,Itaguaçu,3202702,Colatina,Colatina,Central Espírito-santense
ITAPEMIRIM,ES,Itapemirim,3202801,Cachoeiro do Itapemirim,Cachoeiro de Itapemirim,Sul Espírito-santense
ITARANA,ES,Itarana,3202900,Vitória,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,Central Espírito-santense
IUNA,ES,Iúna,3203007,Cachoeiro do Itapemirim,Alegre,Sul Espírito-santense
JAGUARE,ES,Jaguaré,3203056,São Mateus,São Mateus,Litoral Norte Espírito-santense
JERONIMO MONTEIRO,ES,Jerônimo Monteiro,3203106,Cachoeiro do Itapemirim,Cachoeiro de Itapemirim,Sul Espírito-santense
JOAO NEIVA,ES,João Neiva,3203130,São Mateus,Linhares,Litoral Norte Espírito-santense
LARANJA DA TERRA,ES,Laranja da Terra,3203163,Vitória,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,Central Espírito-santense
LINHARES,ES,Linhares,3203205,São Mateus,Linhares,Litoral Norte Espírito-santense
MANTENOPOLIS,ES,Mantenópolis,3203304,Colatina,Colatina,Noroeste Espírito-santense
MARATAIZES,ES,Marataízes,3203320,Cachoeiro do Itapemirim,Cachoeiro de Itapemirim,Sul Espírito-santense
MARECHAL FLORIANO,ES,Marechal Floriano,3203346,Vitória,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,Central Espírito-santense
MARILANDIA,ES,Marilândia,3203353,Colatina,Colatina,Noroeste Espírito-santense
MIMOSO DO SUL,ES,Mimoso do Sul,3203403,Cachoeiro do Itapemirim,Cachoeiro de Itapemirim,Sul Espírito-santense
MONTANHA,ES,Montanha,3203502,São Mateus,São Mateus,Litoral Norte Espírito-santense
MUCURICI,ES,Mucurici,3203601,São Mateus,São Mateus,Litoral Norte Espírito-santense
MUNIZ FREIRE,ES,Muniz Freire,3203700,Cachoeiro do Itapemirim,Alegre,Sul Espírito-santense
MUQUI,ES,Muqui,3203809,Cachoeiro do Itapemirim,Cachoeiro de Itapemirim,Sul Espírito-santense
NOVA VENECIA,ES,Nova Venécia,3203908,Colatina,Nova Venécia,Noroeste Espírito-santense
PANCAS,ES,Pancas,3204005,Colatina,Colatina,Noroeste Espírito-santense
PEDRO CANARIO,ES,Pedro Canário,3204054,São Mateus,São Mateus,Litoral Norte Espírito-santense
PINHEIROS,ES,Pinheiros,3204104,São Mateus,São Mateus,Litoral Norte Espírito-santense
PIUMA,ES,Piúma,3204203,Vitória,Vitória,Central Espírito-santense
PONTO BELO,ES,Ponto Belo,3204252,São Mateus,São Mateus,Litoral Norte Espírito-santense
PRESIDENTE KENNEDY,ES,Presidente Kennedy,3204302,Cachoeiro do Itapemirim,Cachoeiro de Itapemirim,Sul Espírito-santense
RIO BANANAL,ES,Rio Bananal,3204351,São Mateus,Linhares,Litoral Norte Espírito-santense
RIO NOVO DO SUL,ES,Rio Novo do Sul,3204401,Cachoeiro do Itapemirim,Cachoeiro de Itapemirim,Central Espírito-santense
SANTA LEOPOLDINA,ES,Santa Leopoldina,3204500,Vitória,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,Central Espírito-santense
SANTA MARIA DE JETIBA,ES,Santa Maria de Jetibá,3204559,Vitória,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,Central Espírito-santense
SANTA TERESA,ES,Santa Teresa,3204609,Vitória,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,Central Espírito-santense
SAO DOMINGOS DO NORTE,ES,São Domingos do Norte,3204658,Colatina,Colatina,Noroeste Espírito-santense
SAO GABRIEL DA PALHA,ES,São Gabriel da Palha,3204708,Colatina,Colatina,Noroeste Espírito-santense
SAO JOSE DO CALCADO,ES,São José do Calçado,3204807,Cachoeiro do Itapemirim,Alegre,Sul Espírito-santense
SAO MATEUS,ES,São Mateus,3204906,São Mateus,São Mateus,Litoral Norte Espírito-santense
SAO ROQUE DO CANAA,ES,São Roque do Canaã,3204955,Colatina,Colatina,Central Espírito-santense
SERRA,ES,Serra,3205002,Vitória,Vitória,Central Espírito-santense
SOORETAMA,ES,Sooretama,3205010,São Mateus,Linhares,Litoral Norte Espírito-santense
VARGEM ALTA,ES,Vargem Alta,3205036,Cachoeiro do Itapemirim,Cachoeiro de Itapemirim,Sul Espírito-santense
VENDA NOVA DO IMIGRANTE,ES,Venda Nova do Imigrante,3205069,Vitória,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,Central Espírito-santense
VIANA,ES,Viana,3205101,Vitória,Vitória,Central Espírito-santense
VILA PAVAO,ES,Vila Pavão,3205150,Colatina,Nova Venécia,Noroeste Espírito-santense
VILA VALERIO,ES,Vila Valério,3205176,Colatina,Colatina,Noroeste Espírito-santense
VILA VELHA,ES,Vila Velha,3205200,Vitória,Vitória,Central Espírito-santense
VITORIA,ES,Vitória,3205309,Vitória,Vitória,Central Espírito-santense
ANGRA DOS REIS,RJ,Angra dos Reis,3300100,Rio de Janeiro,Angra dos Reis,Sul Fluminense
APERIBE,RJ,Aperibé,3300159,Campos dos Goytacazes,Santo Antônio de Pádua,Noroeste Fluminense
ARARUAMA,RJ,Araruama,3300209,Macaé - Rio das Ostras - Cabo Frio,Cabo Frio,Baixadas
AREAL,RJ,Areal,3300225,Petrópolis,Petrópolis,Centro Fluminense
ARMACAO DOS BUZIOS,RJ,Armação dos Búzios,3300233,Macaé - Rio das Ostras - Cabo Frio,Cabo Frio,Baixadas
ARRAIAL DO CABO,RJ,Arraial do Cabo,3300258,Macaé - Rio das Ostras - Cabo Frio,Cabo Frio,Baixadas
BARRA DO PIRAI,RJ,Barra do Piraí,3300308,Volta Redonda - Barra Mansa,Volta Redonda - Barra Mansa,Sul Fluminense
BARRA MANSA,RJ,Barra Mansa,3300407,Volta Redonda - Barra Mansa,Volta Redonda - Barra Mansa,Sul Fluminense
BELFORD ROXO,RJ,Belford Roxo,3300456,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
BOM JARDIM,RJ,Bom Jardim,3300506,Petrópolis,Nova Friburgo,Centro Fluminense
BOM JESUS DO ITABAPOANA,RJ,Bom Jesus do Itabapoana,3300605,Campos dos Goytacazes,Itaperuna,Noroeste Fluminense
CABO FRIO,RJ,Cabo Frio,3300704,Macaé - Rio das Ostras - Cabo Frio,Cabo Frio,Baixadas
CACHOEIRAS DE MACACU,RJ,Cachoeiras de Macacu,3300803,Rio de Janeiro,Rio Bonito,Metropolitana do Rio de Janeiro
CAMBUCI,RJ,Cambuci,3300902,Campos dos Goytacazes,Santo Antônio de Pádua,Noroeste Fluminense
CARAPEBUS,RJ,Carapebus,3300936,Macaé - Rio das Ostras - Cabo Frio,Macaé - Rio das Ostras,Norte Fluminense
COMENDADOR LEVY GASPARIAN,RJ,Comendador Levy Gasparian,3300951,Petrópolis,Três Rios - Paraíba do Sul,Centro Fluminense
CAMPOS DOS GOYTACAZES,RJ,Campos dos Goytacazes,3301009,Campos dos Goytacazes,Campos dos Goytacazes,Norte Fluminense
CANTAGALO,RJ,Cantagalo,3301108,Petrópolis,Nova Friburgo,Centro Fluminense
CARDOSO MOREIRA,RJ,Cardoso Moreira,3301157,Campos dos Goytacazes,Campos dos Goytacazes,Norte Fluminense
CARMO,RJ,Carmo,3301207,Petrópolis,Nova Friburgo,Centro Fluminense
CASIMIRO DE ABREU,RJ,Casimiro de Abreu,3301306,Macaé - Rio das Ostras - Cabo Frio,Macaé - Rio das Ostras,Baixadas
CONCEICAO DE MACABU,RJ,Conceição de Macabu,3301405,Macaé - Rio das Ostras - Cabo Frio,Macaé - Rio das Ostras,Norte Fluminense
CORDEIRO,RJ,Cordeiro,3301504,Petrópolis,Nova Friburgo,Centro Fluminense
DUAS BARRAS,RJ,Duas Barras,3301603,Petrópolis,Nova Friburgo,Centro Fluminense
DUQUE DE CAXIAS,RJ,Duque de Caxias,3301702,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
ENGENHEIRO PAULO DE FRONTIN,RJ,Engenheiro Paulo de Frontin,3301801,Volta Redonda - Barra Mansa,Volta Redonda - Barra Mansa,Metropolitana do Rio de Janeiro
GUAPIMIRIM,RJ,Guapimirim,3301850,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
IGUABA GRANDE,RJ,Iguaba Grande,3301876,Macaé - Rio das Ostras - Cabo Frio,Cabo Frio,Baixadas
ITABORAI,RJ,Itaboraí,3301900,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
ITAGUAI,RJ,Itaguaí,3302007,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
ITALVA,RJ,Italva,3302056,Campos dos Goytacazes,Campos dos Goytacazes,Noroeste Fluminense
ITAOCARA,RJ,Itaocara,3302106,Campos dos Goytacazes,Santo Antônio de Pádua,Noroeste Fluminense
ITAPERUNA,RJ,Itaperuna,3302205,Campos dos Goytacazes,Itaperuna,Noroeste Fluminense
ITATIAIA,RJ,Itatiaia,3302254,Volta Redonda - Barra Mansa,Resende,Sul Fluminense
JAPERI,RJ,Japeri,3302270,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
LAJE DO MURIAE,RJ,Laje do Muriaé,3302304,Campos dos Goytacazes,Itaperuna,Noroeste Fluminense
MACAE,RJ,Macaé,3302403,Macaé - Rio das Ostras - Cabo Frio,Macaé - Rio das Ostras,Norte Fluminense
MACUCO,RJ,Macuco,3302452,Petrópolis,Nova Friburgo,Centro Fluminense
MAGE,RJ,Magé,3302502,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
MANGARATIBA,RJ,Mangaratiba,3302601,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
MARICA,RJ,Maricá,3302700,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
MENDES,RJ,Mendes,3302809,Volta Redonda - Barra Mansa,Volta Redonda - Barra Mansa,Metropolitana do Rio de Janeiro
MESQUITA,RJ,Mesquita,3302858,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
MIGUEL PEREIRA,RJ,Miguel Pereira,3302908,Volta Redonda - Barra Mansa,Valença,Metropolitana do Rio de Janeiro
MIRACEMA,RJ,Miracema,3303005,Campos dos Goytacazes,Santo Antônio de Pádua,Noroeste Fluminense
NATIVIDADE,RJ,Natividade,3303104,Campos dos Goytacazes,Itaperuna,Noroeste Fluminense
NILOPOLIS,RJ,Nilópolis,3303203,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
NITEROI,RJ,Niterói,3303302,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
NOVA FRIBURGO,RJ,Nova Friburgo,3303401,Petrópolis,Nova Friburgo,Centro Fluminense
NOVA IGUACU,RJ,Nova Iguaçu,3303500,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
PARACAMBI,RJ,Paracambi,3303609,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
PARAIBA DO SUL,RJ,Paraíba do Sul,3303708,Petrópolis,Três Rios - Paraíba do Sul,Centro Fluminense
PARATY,RJ,Paraty,3303807,Rio de Janeiro,Angra dos Reis,Sul Fluminense
PATY DO ALFERES,RJ,Paty do Alferes,3303856,Volta Redonda - Barra Mansa,Valença,Metropolitana do Rio de Janeiro
PETROPOLIS,RJ,Petrópolis,3303906,Petrópolis,Petrópolis,Metropolitana do Rio de Janeiro
PINHEIRAL,RJ,Pinheiral,3303955,Volta Redonda - Barra Mansa,Volta Redonda - Barra Mansa,Sul Fluminense
PIRAI,RJ,Piraí,3304003,Volta Redonda - Barra Mansa,Volta Redonda - Barra Mansa,Sul Fluminense
PORCIUNCULA,RJ,Porciúncula,3304102,Campos dos Goytacazes,Itaperuna,Noroeste Fluminense
PORTO REAL,RJ,Porto Real,3304110,Volta Redonda - Barra Mansa,Resende,Sul Fluminense
QUATIS,RJ,Quatis,3304128,Volta Redonda - Barra Mansa,Resende,Sul Fluminense
QUEIMADOS,RJ,Queimados,3304144,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
QUISSAMA,RJ,Quissamã,3304151,Macaé - Rio das Ostras - Cabo Frio,Macaé - Rio das Ostras,Norte Fluminense
RESENDE,RJ,Resende,3304201,Volta Redonda - Barra Mansa,Resende,Sul Fluminense
RIO BONITO,RJ,Rio Bonito,3304300,Rio de Janeiro,Rio Bonito,Metropolitana do Rio de Janeiro
RIO CLARO,RJ,Rio Claro,3304409,Volta Redonda - Barra Mansa,Volta Redonda - Barra Mansa,Sul Fluminense
RIO DAS FLORES,RJ,Rio das Flores,3304508,Volta Redonda - Barra Mansa,Valença,Sul Fluminense
RIO DAS OSTRAS,RJ,Rio das Ostras,3304524,Macaé - Rio das Ostras - Cabo Frio,Macaé - Rio das Ostras,Baixadas
RIO DE JANEIRO,RJ,Rio de Janeiro,3304557,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
SANTA MARIA MADALENA,RJ,Santa Maria Madalena,3304607,Petrópolis,Nova Friburgo,Centro Fluminense
SANTO ANTONIO DE PADUA,RJ,Santo Antônio de Pádua,3304706,Campos dos Goytacazes,Santo Antônio de Pádua,Noroeste Fluminense
SAO FRANCISCO DE ITABAPOANA,RJ,São Francisco de Itabapoana,3304755,Campos dos Goytacazes,Campos dos Goytacazes,Norte Fluminense
SAO FIDELIS,RJ,São Fidélis,3304805,Campos dos Goytacazes,Campos dos Goytacazes,Norte Fluminense
SAO GONCALO,RJ,São Gonçalo,3304904,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
SAO JOAO DA BARRA,RJ,São João da Barra,3305000,Campos dos Goytacazes,Campos dos Goytacazes,Norte Fluminense
SAO JOAO DE MERITI,RJ,São João de Meriti,3305109,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
SAO JOSE DE UBA,RJ,São José de Ubá,3305133,Campos dos Goytacazes,Itaperuna,Noroeste Fluminense
SAO JOSE DO VALE DO RIO PRETO,RJ,São José do Vale do Rio Preto,3305158,Petrópolis,Petrópolis,Metropolitana do Rio de Janeiro
SAO PEDRO DA ALDEIA,RJ,São Pedro da Aldeia,3305208,Macaé - Rio das Ostras - Cabo Frio,Cabo Frio,Baixadas
SAO SEBASTIAO DO ALTO,RJ,São Sebastião do Alto,3305307,Petrópolis,Nova Friburgo,Centro Fluminense
SAPUCAIA,RJ,Sapucaia,3305406,Petrópolis,Três Rios - Paraíba do Sul,Centro Fluminense
SAQUAREMA,RJ,Saquarema,3305505,Rio de Janeiro,Rio de Janeiro,Baixadas
SEROPEDICA,RJ,Seropédica,3305554,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
SILVA JARDIM,RJ,Silva Jardim,3305604,Rio de Janeiro,Rio Bonito,Baixadas
SUMIDOURO,RJ,Sumidouro,3305703,Petrópolis,Nova Friburgo,Centro Fluminense
TANGUA,RJ,Tanguá,3305752,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro
TERESOPOLIS,RJ,Teresópolis,3305802,Petrópolis,Petrópolis,Metropolitana do Rio de Janeiro
TRAJANO DE MORAES,RJ,Trajano de Moraes,3305901,Petrópolis,Nova Friburgo,Centro Fluminense
TRES RIOS,RJ,Três Rios,3306008,Petrópolis,Três Rios - Paraíba do Sul,Centro Fluminense
VALENCA,RJ,Valença,3306107,Volta Redonda - Barra Mansa,Valença,Sul Fluminense
VARRE SAI,RJ,Varre-Sai,3306156,Campos dos Goytacazes,Itaperuna,Noroeste Fluminense
VASSOURAS,RJ,Vassouras,3306206,Volta Redonda - Barra Mansa,Valença,Metropolitana do Rio de Janeiro
VOLTA REDONDA,RJ,Volta Redonda,3306305,Volta Redonda - Barra Mansa,Volta Redonda - Barra Mansa,Sul Fluminense
ADAMANTINA,SP,Adamantina,3500105,Presidente Prudente,Adamantina - Lucélia,Presidente Prudente
ADOLFO,SP,Adolfo,3500204,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
AGUAI,SP,Aguaí,3500303,Campinas,São João da Boa Vista,Campinas
AGUAS DA PRATA,SP,Águas da Prata,3500402,Campinas,São João da Boa Vista,Campinas
AGUAS DE LINDOIA,SP,Águas de Lindóia,3500501,Campinas,Amparo,Campinas
AGUAS DE SANTA BARBARA,SP,Águas de Santa Bárbara,3500550,Sorocaba,Avaré,Bauru
AGUAS DE SAO PEDRO,SP,Águas de São Pedro,3500600,Campinas,Piracicaba,Piracicaba
AGUDOS,SP,Agudos,3500709,Bauru,Bauru,Bauru
ALAMBARI,SP,Alambari,3500758,Sorocaba,Itapetininga,Itapetininga
ALFREDO MARCONDES,SP,Alfredo Marcondes,3500808,Presidente Prudente,Presidente Prudente,Presidente Prudente
ALTAIR,SP,Altair,3500907,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
ALTINOPOLIS,SP,Altinópolis,3501004,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto
ALTO ALEGRE,SP,Alto Alegre,3501103,Araçatuba,Birigui - Penápolis,Araçatuba
ALUMINIO,SP,Alumínio,3501152,Sorocaba,Sorocaba,Macro Metropolitana Paulista
ALVARES FLORENCE,SP,Álvares Florence,3501202,São José do Rio Preto,Votuporanga,São José do Rio Preto
ALVARES MACHADO,SP,Álvares Machado,3501301,Presidente Prudente,Presidente Prudente,Presidente Prudente
ALVARO DE CARVALHO,SP,Álvaro de Carvalho,3501400,Marília,Marília,Marília
ALVINLANDIA,SP,Alvinlândia,3501509,Marília,Marília,Marília
AMERICANA,SP,Americana,3501608,Campinas,Campinas,Campinas
AMERICO BRASILIENSE,SP,Américo Brasiliense,3501707,Araraquara,Araraquara,Araraquara
AMERICO DE CAMPOS,SP,Américo de Campos,3501806,São José do Rio Preto,Votuporanga,São José do Rio Preto
AMPARO,SP,Amparo,3501905,Campinas,Amparo,Campinas
ANALANDIA,SP,Analândia,3502002,Campinas,Rio Claro,Araraquara
ANDRADINA,SP,Andradina,3502101,Araçatuba,Andradina,Araçatuba
ANGATUBA,SP,Angatuba,3502200,Sorocaba,Itapetininga,Itapetininga
ANHEMBI,SP,Anhembi,3502309,Bauru,Botucatu,Bauru
ANHUMAS,SP,Anhumas,3502408,Presidente Prudente,Presidente Prudente,Presidente Prudente
APARECIDA,SP,Aparecida,3502507,São José dos Campos,Guaratinguetá,Vale do Paraíba Paulista
APARECIDA DOESTE,SP,Aparecida d'Oeste,3502606,São José do Rio Preto,Jales,São José do Rio Preto
APIAI,SP,Apiaí,3502705,Sorocaba,Itapeva,Itapetininga
ARACARIGUAMA,SP,Araçariguama,3502754,Sorocaba,Sorocaba,Macro Metropolitana Paulista
ARACATUBA,SP,Araçatuba,3502804,Araçatuba,Araçatuba,Araçatuba
ARACOIABA DA SERRA,SP,Araçoiaba da Serra,3502903,Sorocaba,Sorocaba,Macro Metropolitana Paulista
ARAMINA,SP,Aramina,3503000,Ribeirão Preto,Ituverava,Ribeirão Preto
ARANDU,SP,Arandu,3503109,Sorocaba,Avaré,Bauru
ARAPEI,SP,Arapeí,3503158,São José dos Campos,Cruzeiro,Vale do Paraíba Paulista
ARARAQUARA,SP,Araraquara,3503208,Araraquara,Araraquara,Araraquara
ARARAS,SP,Araras,3503307,Campinas,Araras,Piracicaba
ARCO IRIS,SP,Arco-Íris,3503356,Marília,Tupã,Marília
AREALVA,SP,Arealva,3503406,Bauru,Bauru,Bauru
AREIAS,SP,Areias,3503505,São José dos Campos,Cruzeiro,Vale do Paraíba Paulista
AREIOPOLIS,SP,Areiópolis,3503604,Bauru,Botucatu,Bauru
ARIRANHA,SP,Ariranha,3503703,São José do Rio Preto,Catanduva,São José do Rio Preto
ARTUR NOGUEIRA,SP,Artur Nogueira,3503802,Campinas,Campinas,Campinas
ARUJA,SP,Arujá,3503901,São Paulo,São Paulo,Metropolitana de São Paulo
ASPASIA,SP,Aspásia,3503950,São José do Rio Preto,Jales,São José do Rio Preto
ASSIS,SP,Assis,3504008,Marília,Assis,Assis
ATIBAIA,SP,Atibaia,3504107,Campinas,Bragança Paulista,Macro Metropolitana Paulista
AURIFLAMA,SP,Auriflama,3504206,Araçatuba,Araçatuba,São José do Rio Preto
AVAI,SP,Avaí,3504305,Bauru,Bauru,Bauru
AVANHANDAVA,SP,Avanhandava,3504404,Araçatuba,Birigui - Penápolis,Araçatuba
AVARE,SP,Avaré,3504503,Sorocaba,Avaré,Bauru
BADY BASSITT,SP,Bady Bassitt,3504602,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
BALBINOS,SP,Balbinos,3504701,Bauru,Bauru,Bauru
BALSAMO,SP,Bálsamo,3504800,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
BANANAL,SP,Bananal,3504909,São José dos Campos,Cruzeiro,Vale do Paraíba Paulista
BARAO DE ANTONINA,SP,Barão de Antonina,3505005,Sorocaba,Itapeva,Itapetininga
BARBOSA,SP,Barbosa,3505104,Araçatuba,Birigui - Penápolis,Araçatuba
BARIRI,SP,Bariri,3505203,Bauru,Jaú,Bauru
BARRA BONITA,SP,Barra Bonita,3505302,Bauru,Jaú,Bauru
BARRA DO CHAPEU,SP,Barra do Chapéu,3505351,Sorocaba,Itapeva,Itapetininga
BARRA DO TURVO,SP,Barra do Turvo,3505401,Sorocaba,Registro,Litoral Sul Paulista
BARRETOS,SP,Barretos,3505500,Ribeirão Preto,Barretos,Ribeirão Preto
BARRINHA,SP,Barrinha,3505609,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto
BARUERI,SP,Barueri,3505708,São Paulo,São Paulo,Metropolitana de São Paulo
BASTOS,SP,Bastos,3505807,Marília,Tupã,Marília
BATATAIS,SP,Batatais,3505906,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto
BAURU,SP,Bauru,3506003,Bauru,Bauru,Bauru
BEBEDOURO,SP,Bebedouro,3506102,Ribeirão Preto,Barretos,Ribeirão Preto
BENTO DE ABREU,SP,Bento de Abreu,3506201,Araçatuba,Araçatuba,Araçatuba
BERNARDINO DE CAMPOS,SP,Bernardino de Campos,3506300,Marília,Ourinhos,Assis
BERTIOGA,SP,Bertioga,3506359,São Paulo,Santos,Metropolitana de São Paulo
BILAC,SP,Bilac,3506409,Araçatuba,Birigui - Penápolis,Araçatuba
BIRIGUI,SP,Birigui,3506508,Araçatuba,Birigui - Penápolis,Araçatuba
BIRITIBA MIRIM,SP,Biritiba Mirim,3506607,São Paulo,São Paulo,Metropolitana de São Paulo
BOA ESPERANCA DO SUL,SP,Boa Esperança do Sul,3506706,Araraquara,Araraquara,Araraquara
BOCAINA,SP,Bocaina,3506805,Bauru,Jaú,Bauru
BOFETE,SP,Bofete,3506904,Bauru,Botucatu,Bauru
BOITUVA,SP,Boituva,3507001,Sorocaba,Sorocaba,Itapetininga
BOM JESUS DOS PERDOES,SP,Bom Jesus dos Perdões,3507100,Campinas,Bragança Paulista,Macro Metropolitana Paulista
BOM SUCESSO DE ITARARE,SP,Bom Sucesso de Itararé,3507159,Sorocaba,Itapeva,Itapetininga
BORA,SP,Borá,3507209,Marília,Assis,Assis
BORACEIA,SP,Boracéia,3507308,Bauru,Jaú,Bauru
BORBOREMA,SP,Borborema,3507407,Araraquara,Araraquara,Araraquara
BOREBI,SP,Borebi,3507456,Bauru,Bauru,Bauru
BOTUCATU,SP,Botucatu,3507506,Bauru,Botucatu,Bauru
BRAGANCA PAULISTA,SP,Bragança Paulista,3507605,Campinas,Bragança Paulista,Macro Metropolitana Paulista
BRAUNA,SP,Braúna,3507704,Araçatuba,Birigui - Penápolis,Araçatuba
BREJO ALEGRE,SP,Brejo Alegre,3507753,Araçatuba,Birigui - Penápolis,Araçatuba
BRODOWSKI,SP,Brodowski,3507803,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto
BROTAS,SP,Brotas,3507902,Bauru,Jaú,Piracicaba
BURI,SP,Buri,3508009,Sorocaba,Itapeva,Itapetininga
BURITAMA,SP,Buritama,3508108,Araçatuba,Birigui - Penápolis,Araçatuba
BURITIZAL,SP,Buritizal,3508207,Ribeirão Preto,Ituverava,Ribeirão Preto
CABRALIA PAULISTA,SP,Cabrália Paulista,3508306,Bauru,Bauru,Bauru
CABREUVA,SP,Cabreúva,3508405,Campinas,Jundiaí,Macro Metropolitana Paulista
CACAPAVA,SP,Caçapava,3508504,São José dos Campos,São José dos Campos,Vale do Paraíba Paulista
CACHOEIRA PAULISTA,SP,Cachoeira Paulista,3508603,São José dos Campos,Cruzeiro,Vale do Paraíba Paulista
CACONDE,SP,Caconde,3508702,Campinas,São José do Rio Pardo - Mococa,Campinas
CAFELANDIA,SP,Cafelândia,3508801,Bauru,Lins,Bauru
CAIABU,SP,Caiabu,3508900,Presidente Prudente,Presidente Prudente,Presidente Prudente
CAIEIRAS,SP,Caieiras,3509007,São Paulo,São Paulo,Metropolitana de São Paulo
CAIUA,SP,Caiuá,3509106,Presidente Prudente,Presidente Epitácio-Presidente Venceslau,Presidente Prudente
CAJAMAR,SP,Cajamar,3509205,São Paulo,São Paulo,Metropolitana de São Paulo
CAJATI,SP,Cajati,3509254,Sorocaba,Registro,Litoral Sul Paulista
CAJOBI,SP,Cajobi,3509304,Ribeirão Preto,Barretos,São José do Rio Preto
CAJURU,SP,Cajuru,3509403,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto
CAMPINA DO MONTE ALEGRE,SP,Campina do Monte Alegre,3509452,Sorocaba,Itapetininga,Itapetininga
